book_title,book_author,log_value,library
Diary of a wimpy kid,Greg Heffley,1,Squirrel Hill
A Bad Case of Stripes,David Shannon,1,East Liberty
Harry Potter and the Goblet of Fire,J.K. Rowling,5,Main (Oakland)
Naptime,Iris de Mouy,1,Carrick
Clementine Friend of the Week,Marla Frazww,1,Main (Oakland)
Apple Farmer Annie,Monica Wellington,1,East Liberty
The Dirt Diary ,Anna Staniszewski,1,East Liberty
who is stan lee,geoff edgers,1,Main (Oakland)
gilbert and the lost tooth,,1,South Side
No Title Logged,,1,Hazelwood
Counting on Community,Innosanto Nagara,1,Squirrel Hill
"Black Wealth, White Wealth",Melvin Oliver,1,Squirrel Hill
Make Me,Lee Childs,1,Carrick
Tentacles!  Tales of the Giant Squid,Shirley Raye Raymond,1,Allegheny
No Title Logged,,1,Main (Oakland)
Point Blank,Catherine Coulter,1,Downtown & Business
"I Love You, Stinky Face",Lisa McCourt,2,Main (Oakland)
Science Verse,Jon Scieszka,1,Main (Oakland)
Number One Sam,Greg Pizzoli,1,Brookline
Viva Frida,Yuyi Morales,1,Hill District
Rightful Heritage,,1,Carrick
Cast in Fury ,Michelle Sagara ,1,Hill District
A Hero for WondLa,Tony DiTerlizzi,1,East Liberty
Florence Nightingale,Demi,1,East Liberty
No Title Logged,,4,Squirrel Hill
Dove Arising,Karen Bao,1,Main (Oakland)
Hop on Pop,Dr. Seuss,1,Brookline
No Title Logged,,1,Main (Oakland)
A Doctor's Bond,Lee Tobin McClain,1,Woods Run
The Girls of  Mischief Bay,Susan  Mallery,1,Downtown & Business
No Title Logged,,1,East Liberty
olimpions zeus king of the gods,george o`conner,1,Lawrenceville
Five Little Chicks,Nancy Tafuri,1,Carrick
Ten Apples Up on Top,Dr. Seuss,1,Brookline
Muff and Ruff,Bobby Lynn Maslen,1,Main (Oakland)
bull cather,,1,Homewood
"Eleanor, quiet no more: the life of eleanor roosevelt",Doreen Rappaport,1,
No Title Logged,,5,Brookline
The Ghost Road,Pat Barker,1,East Liberty
Power Rangers Megaforce: Alien Attack!,Ace Landers,1,Main (Oakland)
The Obsidian Blade,Pete Hautman,1,Hazelwood
No Title Logged,,19,Woods Run
No Title Logged,,20,Squirrel Hill
Undercurrents,Ridley Pearson,1,Squirrel Hill
Watch me Grow,,1,Hill District
15 th Affair,James Patterson,1,Homewood
Three Llittle Pigs,,1,Main (Oakland)
tinker bell,Paolo mulazzi,1,Woods Run
The discovery ,Walsh,1,Carrick
Hard Truth,Nevada Barr,1,Main (Oakland)
Maisy's Race Car,,1,East Liberty
Moonday,Adam Rex,1,Lawrenceville
Yo gabba gabba we love letters,Tina Gallo,3,Brookline
angelina on stage,,1,Main (Oakland)
Duck goes potty,"Dahl, Michael",1,Main (Oakland)
Please Baby Please,,1,East Liberty
royal assassin,robin hobb,1,Brookline
Jasper & Joop,Olivier Dunrea,2,Squirrel Hill
The Eye of the World,Robert Jordan,1,Squirrel Hill
Power up!,Julia March,1,Carrick
No Title Logged,,1,East Liberty
A Mad Zombie Party,Gena Showalter,1,Main (Oakland)
Beneath the Lion's Gaze,Maaza Mengiste,1,Downtown & Business
I Got the Rhythm,Connie  Schofield-Morrison,1,Main (Oakland)
can a cat quack?,,1,East Liberty
Star Wars epic yarn a new hope ,Jack and Holman Wang,1,Main (Oakland)
No Title Logged,,3,Squirrel Hill
Cindy Ellen,,1,
Big Bad Bubble,Adam Rubin,1,East Liberty
The Realm of Possibility,David Levithan,1,Main (Oakland)
No Title Logged,,1,Carrick
Dancing Feet!,Lindsey Craig,1,Hill District
Ready to Read,,1,South Side
Prince Fly Guy,Tedd Arnold,1,East Liberty
If You Give a Cat a Cupcake,Laura Numeroff,1,Mt. Washington
Sidewalk Flowers,JonAmo Lawson,1,Squirrel Hill
Angelina Loves...,Katharine Holabird,1,Main (Oakland)
No Title Logged,,1,Homewood
Foreign Agent,Brad Thor,1,Sheraden
Naptime for Slippers, Andrew Clements,1,South Side
No Title Logged,,1,Main (Oakland)
The Kind of Friends We Used to Be,Frances O'Roarke Dowell,1,South Side
"Good Night, I Love You",Caroline Church,2,Main (Oakland)
Froggy Learns to Swim,Jonathan London,1,West End
Lyle lyle crocodile,,1,East Liberty
Villain keeper,,1,Squirrel Hill
Trombone Shorty ,Troy Andrews,1,Main (Oakland)
I Really Like Slop,Mo Willems,1,Main (Oakland)
I Ruff You,Sandra Magsamen,1,Allegheny
The Titan's Curse,Rick Riordan,1,Brookline
The Circus is Coming,Hilary Knight,1,Main (Oakland)
Flanimals,Ricky Gervais,1,East Liberty
No Title Logged,,13,Squirrel Hill
Where's Peter,Frederick Warne,2,Carrick
No Title Logged,,5,East Liberty
If You Give a Pig a Party,Laura Joffe Numeroff,1,Main (Oakland)
The Girl Who Played with Fire,Stieg Larsson,1,Squirrel Hill
Henry and Mudge and Annie's Perfect Pet,,1,Lawrenceville
Monsters Love Underpants,Claire Freedman,1,Downtown & Business
Just One Kiss,Susan Mallery,1,Main (Oakland)
"I Survived the Great Chicago Fire, 1871",Lauren Tarshis,3,Brookline
No Title Logged,,5,
Fire Engines,Anne Rockwell,1,Brookline
On The Space Station (Shine-A-Light Book),Carron Brown and Bee Johnson,1,Main (Oakland)
puppy love,Rico Green,1,South Side
Teenage Mutant Ninja Turtles Double Team,,2,West End
make em laugh,debbie reynolds,1,Downtown & Business
The Curious Case of Benjamin Button,F. Scott Fitzgerald,1,Carrick
still summer,,1,Squirrel Hill
peter pan,,1,Brookline
My Very First Book of Shapes,Eric Carle,1,
Time for bed ,Mem fox,1,Beechview
If You Give a Moose a Muffin,Laura Joffe Numeroff,4,Carrick
The Goodnight Train,June Sobel,1,Allegheny
Harry Potter and the Sorcerer's Stone,J. K. Rowling,1,East Liberty
Recipe for Disaster,Stacey Ballis,1,South Side
the sad cat,,1,East Liberty
Roads to Infinity,John Stillwell,1,Squirrel Hill
No Title Logged,,15,Woods Run
A Wizard of Earthsea,Ursula K. Le Guin,1,Allegheny
No Title Logged,,7,Woods Run
America in World War I    ,Dolan,1,Main (Oakland)
No Title Logged,,2,Squirrel Hill
The secrets she keeps,Deb Caletti.,1,Carrick
No Title Logged,,2,East Liberty
Someone Bad and Something Blue,Miranda Parker,1,South Side
No Shred of Evidence,,1,Squirrel Hill
lunch lady and the summer camp shake down,jarett j. krosoczka,1,Lawrenceville
Pouch!,David Ezra Stein,2,Carrick
Under Ground,Denise Fleming,1,Squirrel Hill
My Struggle: Book 2 - A Man in Love,Karl Ove Knausgard,1,East Liberty
Don't Throw It to Mo!,David A. Adler,1,East Liberty
aaron has a lazy day,,1,Downtown & Business
a windswept piglet,,1,Main (Oakland)
When Dad Showed Me the Universe,Ulf Stark,1,Main (Oakland)
my first halloween,,1,Brookline
Kill the Boy Band,"Moldavsky, Goldy",1,Main (Oakland)
Nailbiter #1,Joshua Williamson,1,Allegheny
" Discipline that restores : strategies to create respect, cooperation, and responsibility in the classroom",Ron Claassen,1,East Liberty
princess jewels,,1,Squirrel Hill
Frog and Toad Together,Arnold Lobel,1,East Liberty
Its okay to make mistakes,Toad Parr,1,Downtown & Business
Memetic,,1,Hill District
Jump!,Floyd Cooper,1,Hill District
HGTV Magazine,,5,Carrick
No Title Logged,,1,Main (Oakland)
A truck goes rattley-bumpa,Jonathan London,1,Mt. Washington
Building a House,Byron Barton,1,Brookline
No Title Logged,,1,East Liberty
Pete the Cat and the Bedtime Blues,James Dean,1,East Liberty
Mama Built a Little Nest,Jennifer Ward,2,Brookline
No Title Logged,,1,Woods Run
Run,Ann Patchett,1,Main (Oakland)
Pigs Make Me Sneeze,Mo Willems,1,Carrick
The Boy Who Wouldn't Swim,Deb Lucke,1,Main (Oakland)
voice over,,1,South Side
Cat among the pigeons,Agatha Christie,1,Main (Oakland)
Hunger Makes Me A Modern Girl,Carrie Brownstein,1,South Side
Quality,,1,Brookline
My Friends,Taro Gomi,1,East Liberty
Runt,Nora Raleigh Baskin,1,Squirrel Hill
End of Watch,Stephen King,1,Main (Oakland)
the assassin's aprentice,robin robb,1,Brookline
The Doghouse,Jan Thomas,2,Squirrel Hill
"AMELIA BEDELIA, CUB REPORTER",,1,Knoxville
The Lightning Thief: the Graphic Novel,Rick Riordan,1,West End
winterstreet,,1,Beechview
No Title Logged,,5,Carrick
Star Wars The Clone Wars: The New Padawan,,1,Main (Oakland)
15th Affair,James Patterson,1,Carrick
No Title Logged,,10,Woods Run
John Muir: America's First Environmentalist,Kathryn Lasky,1,Hill District
Noah's Ark,Bible Reader,1,Carrick
Close to Shore ,Michael Capuzzo,1,Hazelwood
The pigeon wants a puppy,Mo willems,1,Main (Oakland)
No Title Logged,,5,Allegheny
Pete the Cat and the Bad Banana,James Dean,1,Lawrenceville
Danny the Dinosaur,,1,Beechview
All American boys ,Jason Reynolds & Brendan Kiely,1,Beechview
Eleanor and Park,Rainbow Rowell,1,Main (Oakland)
Minecraft: Construction Handbook,Matthew Needler ,1,Brookline
The Heartbreak Messenger,Alexander Vance,1,Squirrel Hill
Pete the cat rocking in my school shoes ,Eric Litwin,1,South Side
Into oblivion : an Icelandic thriller,Arnaldur Indridason ; translated from the Icelandic by Victoria Cribb,1,Main (Oakland)
No Title Logged,,5,Squirrel Hill
Tea For Ruby,,1,Carrick
No Title Logged,,20,Beechview
Ciudad De Cristal,Cassandra Clare,1,Brookline
The Jesus Storybook Bible,Sally Lloyd-Jones,5,East Liberty
Criminal That I Am,Jennifer Ridha,1,Downtown & Business
No Title Logged,,11,
Deegan the little digger,,1,Brookline
Jinxed,Kurtis Scaletts,1,Brookline
Waiting,Kevin Henkes,1,Main (Oakland)
maisy's bedtime,-,1,Brookline
Raymie Nightingale,Kate DiCamillo,1,Lawrenceville
The Dot (Picture Book),Peter Reynolds,1,Main (Oakland)
No Title Logged,,1,Main (Oakland)
Summer Reading Is Killing Me,,1,South Side
Little Blue Truck Leads the Way,Alice Schertle,1,Main (Oakland)
No Title Logged,,20,Squirrel Hill
On the track... There and back,Random house,1,Squirrel Hill
The Quest for the Crystal,Kate Howard,1,Squirrel Hill
Arisa 1,,1,Hill District
Brighter than the Sun,Darynda jones,1,Lawrenceville
my friend suhana,,1,East Liberty
"crashed, smashed, mashed",,1,Brookline
Petite Rouge,,1,East Liberty
Neanderthal Marries Human,Penny Reid,1,South Side
No Title Logged,,20,
When I Told My Daughter,,1,Sheraden
miss fox's class gets a library,,1,Hill District
whoops!,?,1,Brookline
The Book With No Pictures,B.J. Novak,1,Main (Oakland)
The Popcorn Dragon,Jane Mcgue,1,Squirrel Hill
No Title Logged,,1,Main (Oakland)
That's Not My Bunny,Fiona Watt,1,Main (Oakland)
No Title Logged,,1,
The Walls Around Us,Nova Ren Suma,1,Lawrenceville
This Pen for Hire,Laura Levine,1,Downtown & Business
Now you see me,SJ Bolton,1,Downtown & Business
mice squeak we speak,,1,Brookline
The Fellowship of the Ring : being the first part of The lord of the rings,J. R. R. Tolkien,1,Main (Oakland)
Pete the Cat and the Bad Banana,James Dean,1,Main (Oakland)
northwest animal babies,wolfe,1,Squirrel Hill
	 Smarter Faster Better: The Secrets of Being Productive in Life and Business	,Charles Duhigg        ,1,Main (Oakland)
Let's Go For a Drive ,Mo Willems,1,Squirrel Hill
warriors: Warrior's return,Erin Hunter,1,Homewood
One Good Deed,Terri Fields,1,Main (Oakland)
in my jungle,,1,East Liberty
No Title Logged,,11,Squirrel Hill
Kids Bible,,1,East Liberty
Memorial Day,Vince Flynn,1,Carrick
There Was An Old Lady Who Swallowed Fly Guy,Tedd Arnold,1,Squirrel Hill
Hereville: How Mirka Got Her Sword,Barry Deutsch,1,Homewood
Wicked Appetite,Janet Evanovich,1,West End
Longbourn,Jo Baker,1,Brookline
Homegoing,Yaa Gyasi,1,Main (Oakland)
Three Little Words,Susan Mallery,1,Main (Oakland)
No Title Logged,,1,Squirrel Hill
Noble Intentions,L. T. Ryan,1,Downtown & Business
second grade rules,abby klein,1,Allegheny
You can't always get the marquess you want,Alaxandra hawkins,1,Allegheny
Owl Diaries (Eva sees a Ghost),Rebecca Elliott,2,Main (Oakland)
A Murder of Mages,Marshall Ryan Maresca,1,Allegheny
Epic Yarns: A New Hope,,1,Woods Run
RUBY'S RAINBOW,,1,Carrick
RAINBOW COLORS,,1,Knoxville
The Black Calhouns,"Buckley, Gail Lumet",1,Downtown & Business
The Rainbow Fairies,Daisy Meadows,1,South Side
the beach street knitting society and yarn club,gil McNeil,1,Woods Run
Sheep in a Jeep,Nancy E. Shaw,3,Main (Oakland)
The Guest Cottage,Nancy Thayer,1,Downtown & Business
Shadowshaper,,1,Beechview
Mouse paint,Ellen Stoll Walsh,1,Squirrel Hill
Asylum,Madeleine Roux,1,Main (Oakland)
"The Good Nurse:  A True Story of Medicine, Madness and Murder",Charles Graeber,1,Lawrenceville
Elmo Loves You,Sesame Street,1,Squirrel Hill
"Wild born: Spirit Animals Series, Book 1",brandon Mull,1,Main (Oakland)
One More Dino On the Floor,Kelly Starling Lyons,1,Hill District
Intruders At Rivermead Manor,Kathryn Reiss,1,Woods Run
Hillary Clinton,,1,Brookline
No Title Logged,,3,Squirrel Hill
The Shanghai moon,S J Rozan,1,
No Title Logged,,1,Squirrel Hill
no cure for love,peter robinson,1,Hill District
The Weekenders,Mary Kay Andrews,1,Main (Oakland)
	 'Til Death Do Us Part	,Amanda Quick,1,Downtown & Business
Waiting Is Not Easy,Mo Willems,1,Hill District
Olive Kitteridge,Elizabeth Strout,1,West End
A Silent Voice,Yoshitoki Oima ,1,Hill District
Treasure Hunters,James Patterson & Chris Grabenstein,1,East Liberty
No Title Logged,,1,Sheraden
It's Halloween,,1,Beechview
Secret of the Green Engine (Thomas & Friends),Wilbert Awdry,1,Main (Oakland)
14th Deadly Sin,James Patterson,1,West End
N.Y.P.D RED 2,James Patterson,1,
singing sands,,1,Woods Run
City of Bones,"Connelly, Michael",1,East Liberty
The Pout-Pout Fish in the Big-Big Dark,Deborah Diesen,1,Allegheny
Horrible Bear!,Ame Dyckman,1,South Side
Pete the Cat: A Pet for Pete,James Dean,3,Squirrel Hill
Daniel Tiger's Neighborhood : The Baby is Here,Angela C. Santomero,1,Main (Oakland)
hard luck,Jeff Kinney ,1,Main (Oakland)
Pjammy time,,1,Main (Oakland)
No Title Logged,,6,Mt. Washington
"Mad, Aug 2016 issue",Educational Comics Inc,1,East Liberty
Blueberry Girl,Neil Gaiman,1,Beechview
Rogue Wave,Jennifer Donnelly,1,Brookline
Mr CSI,Anthony E. Zuoker,1,Knoxville
"One fish, two fish, red fish, blue fish",Dr. Seuss,1,Carrick
No Title Logged,,1,Allegheny
SWITCH,,1,Brookline
Ten Gallon Bart and the Wild West Show,,1,Squirrel Hill
American Girl (Very Funny Elizabeth),,1,Squirrel Hill
Shugo Chara volume 3,Peach Pit ,1,South Side
It's Christmas,,1,Downtown & Business
If You're Happy and You Know It,Jane Cabrera,1,Brookline
Inspector Hopper's mystery year ,Doug Cushman,1,Squirrel Hill
Harry Potter and the Goblet of Fire,J.K. Rowling,1,Carrick
Depraved heart,Patricia Cornwell,1,Knoxville
Where'd You Go Bernadette,Maria Semple,1,Main (Oakland)
Adventures Emerald,Hidenori Kusaki,1,Main (Oakland)
Maestra,Lisa Hilton,1,East Liberty
So you've been publicly shamed,Jon Ronson,1,South Side
Perfect Touch,Elizabeth Lowell,1,Carrick
Rebecca,Daphne du Maurier,1,Beechview
Everyone Brave is Forgiven,Chris Cleve,1,Main (Oakland)
The Crow Girl,Erik Axl Sund,1,Carrick
No Title Logged,,1,Squirrel Hill
Trixie Belden & mystery of the headless horsemen,Kathryn Kenny,1,Downtown & Business
Silverlicious,,1,Main (Oakland)
"Hop, Hop, Jump!","Thompson, Lauren",1,East Liberty
No Title Logged,,1,Squirrel Hill
The Kennel Caper,Jan Fields,1,
No Title Logged,,1,East Liberty
No Title Logged,,1,Hazelwood
The Mighty Egg Sitters,Alison Inches,1,Main (Oakland)
No Title Logged,,1,Beechview
The Heart,,1,South Side
If You Give a Cat a Cupcake,Laura Numeroff,4,Carrick
Black Hole Blues,Janna Levin,1,East Liberty
Spidermans Big city showdown,,3,West End
Sidney Chambers and the Shadow of Death,James Runcie,1,Brookline
Watching  the  English  ,Kate  Fox,1,Woods Run
No Title Logged,,6,Main (Oakland)
No Title Logged,,3,Squirrel Hill
Seekers great bear lake,Erin Hunter,1,East Liberty
The Cow Loves Cookies,Karma Wilson,1,Downtown & Business
No Title Logged,,5,Squirrel Hill
On My Leaf,,1,Squirrel Hill
stink and the ultimate thumb wrestling,,1,Main (Oakland)
The Mystery of the Purple Pool,Gertrude Chandler Warner,1,East Liberty
David gets in trouble,,1,Downtown & Business
Peg and Ted,Bobby Lynn Maslen,1,Main (Oakland)
Popcorn,Frank Asch,3,Downtown & Business
Saga #26,Brian K. Vaughan,1,Allegheny
No Title Logged,,2,Allegheny
Peg and Ted,Bobby Lynn Maslen,1,Main (Oakland)
"Go, go grapes",April Pulley Sayre,1,Main (Oakland)
Fairest,Gail Carson Levine,1,Main (Oakland)
Calling all master builders,,1,Brookline
Story Thieves,James Riley,1,Main (Oakland)
No Title Logged,,9,Squirrel Hill
No Title Logged,,1,Main (Oakland)
Why does Lightening Strike?,,1,Main (Oakland)
Mindtouch,M.C.A. Hogarth,1,Homewood
The Secret of Red Gate Farm,Carolyn Keene,1,East Liberty
Smoky the Fireman,Richard Scary,1,Main (Oakland)
The Bright Land,Terry Roberts,1,
a year of living prayerfully,jared brock,1,Downtown & Business
fred and ted's road trip,,1,Carrick
No Title Logged,,1,Homewood
the dinosaur that was scared of veggies,,1,Main (Oakland)
Berenstain Bears,Jan and Stan Berenstain,2,Lawrenceville
Ten Tiny Babies,,1,Main (Oakland)
"City Dog, Country Frog ",Mo Willems,1,Main (Oakland)
The Savvy Music Teacher,David Cutler,1,Main (Oakland)
Diary of a Wimpy Kid: Old School,Jeff Kinney,1,Main (Oakland)
The caboose who got loose,,1,Squirrel Hill
Blow Out,Catherine Coulter,1,Downtown & Business
Brown Girl Dreaming,Jacqueline Woodson,1,Main (Oakland)
Honey Rabbit,,1,Squirrel Hill
Harry Potter and the Deathly Hallows,J.K. Rowling,1,Squirrel Hill
The Cat in the Hat,Dr. Seuss,1,
Transformers Rescue Bots: Reading Adventures,Hasbroa,4,Squirrel Hill
Jump!,Floyd Cooper,1,Hill District
From Head to Toe,Eric Carle,1,Hill District
The Little Engine That Could,Wally Piper,1,Main (Oakland)
magic trixie,,1,Allegheny
Modern Lovers,Emma Straub,1,Main (Oakland)
Random,Lark O'Neal,1,Lawrenceville
Dishonorable Intentions,Stuart Woods,1,Carrick
The Hidden Oracle,Rick Riordan,1,Squirrel Hill
Freeing the Natural Voice,Kristin Linklater,1,Main (Oakland)
"Go, Dog. Go!",P. D. Eastman,1,Main (Oakland)
don't hit me,,1,Downtown & Business
No Title Logged,,1,Main (Oakland)
No Title Logged,,5,Homewood
Barbie I can be a Baby Doctor,,1,Main (Oakland)
No Title Logged,,1,
Surviving the Angel of Death: The True Story of a Mengele Twin in Aushwitz,Eva Moses Kor and Lisa Rojany Buccieri,1,West End
Robot Dog,,1,Beechview
The Caller,Juliet Marllier ,1,Main (Oakland)
ZooZical,Judy Sierra,1,Carrick
My name is elmo,,1,Squirrel Hill
Daredevil The Man Without Fear,,1,Woods Run
Silver Surfer: Worlds Apart,Dan Slott,1,Lawrenceville
The Long Shadow of Small Ghosts,Laura Tillman,1,Brookline
The man with two left feet and other stories,P.G.Wodehouse,1,Carrick
You Can Do It Too!,Karen Baicker,1,West End
Harry Potter and the Chamber of Secrets,J.K. Rowling,1,Squirrel Hill
Evicted : poverty and profit in the American city,Matthew Desmond ,1,Downtown & Business
The Changling (Goal D Book 7),Terri Windling,1,Squirrel Hill
Most Wanted,LisanScottoline,1,Homewood
Chivalrous,Dina L. Sleiman,1,Woods Run
Monstrous,MarcyKate Connolly,1,Squirrel Hill
Magi 10,Shinobu Ohtaka,1,Main (Oakland)
Ralph Rucci ,Valerie Steele ,1,Allegheny
Garage Sale Diamonds,Suzi Weinert,1,Downtown & Business
Hi Fly Guy,Tedd Arnold,1,Squirrel Hill
No Title Logged,,1,Sheraden
No Title Logged,,9,Lawrenceville
No Title Logged,,1,East Liberty
No Title Logged,,1,Squirrel Hill
Meet the Blades the Copter-Bot,d. Jakobs,1,East Liberty
Olivia (series),Ian Falconer,1,Beechview
Married to a Perfect Stranger,Jane Ashford,1,Main (Oakland)
Harry Potter and the Deathly Hallows,J.K. Rowling,1,Main (Oakland)
